cluster_id,age_band,cluster_prop,overall_prop,difference
W039|B.1.1.7|R0.3|C1,15-19,0.045454545454545456,0.0680949367799523,-0.02264039132540685
W039|B.1.1.7|R0.3|C1,05-09,0.25,0.0543002237756303,0.1956997762243697
W039|B.1.1.7|R0.3|C1,35-39,0.11363636363636363,0.08474519156966187,0.028891172066701762
W039|B.1.1.7|R0.3|C1,30-34,0.022727272727272728,0.08833084347063147,-0.06560357074335874
W039|B.1.1.7|R0.3|C1,10-14,0.20454545454545456,0.06753206556264033,0.13701338898281423
W039|B.1.1.7|R0.3|C1,55-59,0.022727272727272728,0.06448931605530865,-0.041762043328035924
W039|B.1.1.7|R0.3|C1,40-44,0.09090909090909091,0.07837014461172495,0.01253894629736596
W039|B.1.1.7|R0.3|C1,60-64,0.022727272727272728,0.048889920611445384,-0.026162647884172656
W039|B.1.1.7|R0.3|C1,50-54,0.0,0.07097294349197315,-0.07097294349197315
W039|B.1.1.7|R0.3|C1,70-74,0.0,0.023960092305887432,-0.023960092305887432
W039|B.1.1.7|R0.3|C1,00-04,0.09090909090909091,0.021452756883315924,0.06945633402577499
W039|B.1.1.7|R0.3|C1,75+,0.0,0.05740912001138223,-0.05740912001138223
W037|B.1.1.7|R0.3|C9,65-69,0.0,0.029372891573031603,-0.029372891573031603
W037|B.1.1.7|R0.3|C9,45-49,0.075,0.06799758876454136,0.007002411235458639
W037|B.1.1.7|R0.3|C9,20-24,0.075,0.0868394219524767,-0.011839421952476697
W037|B.1.1.7|R0.3|C9,25-29,0.0625,0.08724254258039636,-0.024742542580396362
W037|B.1.1.7|R0.3|C9,15-19,0.225,0.0680949367799523,0.1569050632200477
W037|B.1.1.7|R0.3|C9,05-09,0.1,0.0543002237756303,0.04569977622436971
W037|B.1.1.7|R0.3|C9,35-39,0.0375,0.08474519156966187,-0.04724519156966187
W037|B.1.1.7|R0.3|C9,30-34,0.0375,0.08833084347063147,-0.05083084347063147
W037|B.1.1.7|R0.3|C9,10-14,0.0625,0.06753206556264033,-0.0050320655626403255
W037|B.1.1.7|R0.3|C9,55-59,0.0625,0.06448931605530865,-0.0019893160553086514
W037|B.1.1.7|R0.3|C9,40-44,0.0875,0.07837014461172495,0.009129855388275043
W037|B.1.1.7|R0.3|C9,60-64,0.025,0.048889920611445384,-0.023889920611445382
W037|B.1.1.7|R0.3|C9,50-54,0.075,0.07097294349197315,0.004027056508026844
W037|B.1.1.7|R0.3|C9,70-74,0.0,0.023960092305887432,-0.023960092305887432
W037|B.1.1.7|R0.3|C9,00-04,0.075,0.021452756883315924,0.05354724311668407
W037|B.1.1.7|R0.3|C9,75+,0.0,0.05740912001138223,-0.05740912001138223
W085|BA.1.1.15|R0.3|C73,65-69,0.01818181818181818,0.029372891573031603,-0.011191073391213422
W085|BA.1.1.15|R0.3|C73,45-49,0.03636363636363636,0.06799758876454136,-0.031633952400905
W085|BA.1.1.15|R0.3|C73,20-24,0.14545454545454545,0.0868394219524767,0.05861512350206875
W085|BA.1.1.15|R0.3|C73,25-29,0.16363636363636364,0.08724254258039636,0.07639382105596727
W085|BA.1.1.15|R0.3|C73,15-19,0.03636363636363636,0.0680949367799523,-0.031731300416315944
W085|BA.1.1.15|R0.3|C73,05-09,0.0,0.0543002237756303,-0.0543002237756303
W085|BA.1.1.15|R0.3|C73,35-39,0.01818181818181818,0.08474519156966187,-0.06656337338784368
W085|BA.1.1.15|R0.3|C73,30-34,0.10909090909090909,0.08833084347063147,0.020760065620277615
W085|BA.1.1.15|R0.3|C73,10-14,0.07272727272727272,0.06753206556264033,0.005195207164632398
W085|BA.1.1.15|R0.3|C73,55-59,0.03636363636363636,0.06448931605530865,-0.02812567969167229
